ecoregion	scenario	extinction	ex_sp	int_space	fun_space	phy_space	connectance	nodf	mod	h2	fc
atlantic_forest	85_clim_41	61	L_fus	0.06622369	0.04369562	0.006832733	0.2981366	40.58916	0.3015324	0.3437025	94.98979
atlantic_forest	85_clim_41	67	D_san	0.03115234	0.04171074	0.00717014	0.3405797	40.44065	0.3005179	0.341117	91.94818
atlantic_forest	85_clim_41	72	L_pod	0.01106716	0.03811966	0.008029776	0.3529412	37.8653	0.2316306	0.3764262	65.44856
atlantic_forest	85_clim_41	78	E_bic	0.1691988	0.02591046	0.007052036	0.4166667	43.73874	0.1520268	0.3163968	58.24189
atlantic_forest	85_clim_61	0	0	0.1999581	0.04847102	0.005122556	0.2083333	37.08477	0.3170443	0.2908586	136.2003
atlantic_forest	85_clim_61	6	D_jim	0.1972189	0.04844283	0.005004408	0.2132353	37.73781	0.315797	0.289757	134.4672
atlantic_forest	85_clim_61	11	P_cuv	0.1814594	0.04785631	0.005094272	0.2161458	38.25247	0.3144257	0.2909626	131.2272
atlantic_forest	85_clim_61	17	S_fut	0.1894991	0.0478705	0.005492997	0.2138889	37.52187	0.31686	0.3044375	128.0958
atlantic_forest	85_clim_61	22	P_azu	0.2059052	0.05309025	0.005714408	0.2083333	37.00272	0.3162448	0.318595	122.3659
atlantic_forest	85_clim_61	28	D_min	0.178377	0.05132565	0.006330601	0.2115385	37.98628	0.3190345	0.321271	119.1261
atlantic_forest	85_clim_61	33	L_fus	0.1748457	0.05211154	0.006407304	0.2256944	38.9049	0.3152466	0.3169497	117.2947
atlantic_forest	85_clim_61	39	S_fus	0.1036576	0.05201183	0.007095199	0.2424242	39.01957	0.3136577	0.3156895	115.6828
atlantic_forest	85_clim_61	44	T_typ	0.09644353	0.04308817	0.007076147	0.2625	38.09895	0.3122526	0.3173714	114.6002
atlantic_forest	85_clim_61	50	P_pla	0.0784398	0.04128958	0.007219872	0.2685185	39.45971	0.3120196	0.3146628	111.1048
atlantic_forest	85_clim_61	56	D_nan	0.05862103	0.04086601	0.007105076	0.25	36.63299	0.3067277	0.3398488	94.74401
atlantic_forest	85_clim_61	61	L_pod	0.03515601	0.02936635	0.007922936	0.2605042	37.62208	0.2357189	0.3541813	68.09536
atlantic_forest	85_clim_61	67	S_squ	0.03516011	0.0298525	0.007759289	0.2941176	38.6755	0.2257158	0.3414364	66.71702
atlantic_forest	85_clim_61	72	R_dip	0.03446124	0.02094395	0.007222681	0.3375	42.23077	0.2190135	0.3780889	64.24672
atlantic_forest	85_clim_61	78	B_ran	0.008140728	0.0067896	0.008395869	0.34375	31.66667	0.208616	0.4296046	61.33999
atlantic_forest	45_land_41	0	0	0.1999581	0.04847102	0.005122556	0.2083333	37.08477	0.3170443	0.2908586	136.2003
atlantic_forest	45_land_41	6	P_azu	0.2149424	0.05437582	0.005367976	0.2034314	36.65935	0.3126758	0.3045192	130.3718
atlantic_forest	45_land_41	11	R_dip	0.2164614	0.0587185	0.005507661	0.2173913	39.20401	0.3016268	0.2938469	126.5987
atlantic_forest	45_land_41	17	D_jim	0.196161	0.05889293	0.005358506	0.2231884	40.05387	0.2984202	0.2942176	124.9058
atlantic_forest	45_land_41	22	P_cuv	0.2029558	0.05607002	0.005469092	0.2267081	40.52464	0.3019032	0.3011181	121.7549
atlantic_forest	45_land_41	28	D_min	0.186192	0.05307681	0.005252137	0.2307692	41.94361	0.3084444	0.3024359	118.6066
atlantic_forest	45_land_41	33	P_pla	0.1860658	0.04222979	0.005277605	0.2318841	43.43708	0.3095912	0.2984924	115.2522
atlantic_forest	45_land_41	39	S_fut	0.167277	0.04203671	0.005923551	0.229249	41.64425	0.3154039	0.3164551	112.3243
atlantic_forest	45_land_41	44	S_fus	0.1400619	0.03920782	0.005858125	0.2478261	41.49808	0.3139284	0.3153075	110.7163
atlantic_forest	45_land_41	50	T_typ	0.1306059	0.03548039	0.005532504	0.2705314	41.06031	0.3126631	0.3168654	109.7168
atlantic_forest	45_land_41	56	B_ran	0.1106069	0.02213508	0.005792237	0.2771739	41.82596	0.3102834	0.3264492	107.0167
atlantic_forest	45_land_41	61	L_pod	0.1011759	0.02211805	0.005863593	0.2698413	37.73946	0.3535043	0.4302317	82.69862
atlantic_forest	45_land_41	67	D_nan	0.06939714	0.01941963	0.006479163	0.25	31.03704	0.2377485	0.4714617	65.00318
atlantic_forest	45_land_41	72	L_fus	0.008140728	0.006788617	0.007297266	0.2875	31.07692	0.2235132	0.4432087	62.75305
atlantic_forest	45_land_41	78	S_squ	0.008140728	0.0067896	0.008395869	0.34375	31.66667	0.208616	0.4296046	61.33999
atlantic_forest	45_land_61	0	0	0.1999581	0.04847102	0.005122556	0.2083333	37.08477	0.3170443	0.2908586	136.2003
atlantic_forest	45_land_61	6	P_azu	0.214942365	0.054375823	0.005367976	0.203431373	36.65934659	0.312675757	0.304519246	130.3718024
atlantic_forest	45_land_61	11	R_dip	0.216461384	0.058718503	0.005507661	0.217391304	39.20400868	0.301626795	0.293846909	126.5987177
atlantic_forest	45_land_61	17	D_jim	0.196161041	0.058892932	0.005358506	0.223188406	40.05387071	0.299623937	0.294217582	124.9058008
atlantic_forest	45_land_61	22	P_cuv	0.202955761	0.05607002	0.005469092	0.226708075	40.52464009	0.301903247	0.301118125	121.7548977
atlantic_forest	45_land_61	28	D_min	0.186192038	0.053076809	0.005252137	0.230769231	41.94360524	0.308444388	0.302435902	118.6065507
atlantic_forest	45_land_61	33	S_fut	0.176973067	0.05290185	0.005846875	0.22826087	40.63143753	0.31482162	0.320627145	115.511758
atlantic_forest	45_land_61	39	T_typ	0.16333642	0.054697248	0.005962187	0.245059289	40.02628324	0.313194872	0.320530781	114.2566496
atlantic_forest	45_land_61	44	P_pla	0.168308337	0.038608561	0.006042838	0.247826087	41.36385427	0.314132585	0.317991872	111.085194
atlantic_forest	45_land_61	50	S_fus	0.130605873	0.035480394	0.005532504	0.270531401	41.06030648	0.312663063	0.316865447	109.7167586
atlantic_forest	45_land_61	56	B_ran	0.110606869	0.022135079	0.005792237	0.277173913	41.8259617	0.310283375	0.326449161	107.0167408
atlantic_forest	45_land_61	61	L_pod	0.101175944	0.022118049	0.005863593	0.26984127	37.7394636	0.353504259	0.430231748	82.69862213
atlantic_forest	45_land_61	67	L_fus	0.058317563	0.010908111	0.006611909	0.305555556	39.38492063	0.353179174	0.420047809	80.6677272
atlantic_forest	45_land_61	72	D_nan	0.008140728	0.006788617	0.007297266	0.2875	31.07692308	0.223513233	0.443208722	62.75304674
atlantic_forest	45_land_61	78	S_squ	0.008140728	0.0067896	0.008395869	0.34375	31.66666667	0.208616012	0.429604625	61.33998586
atlantic_forest	85_land_41	0	0	0.1999581	0.04847102	0.005122556	0.2083333	37.08477	0.3170443	0.2908586	136.2003
atlantic_forest	85_land_41	6	P_azu	0.214942365	0.054375823	0.005367976	0.203431373	36.65934659	0.312675757	0.304519246	130.3718024
atlantic_forest	85_land_41	11	R_dip	0.216461384	0.058718503	0.005507661	0.217391304	39.20400868	0.301626795	0.293846909	126.5987177
atlantic_forest	85_land_41	17	D_jim	0.196161041	0.058892932	0.005358506	0.223188406	40.05387071	0.300713897	0.294217582	124.9058008
atlantic_forest	85_land_41	22	P_cuv	0.202955761	0.05607002	0.005469092	0.226708075	40.52464009	0.301903247	0.301118125	121.7548977
atlantic_forest	85_land_41	28	D_min	0.186192038	0.053076809	0.005252137	0.230769231	41.94360524	0.308444388	0.302435902	118.6065507
atlantic_forest	85_land_41	33	P_pla	0.186065777	0.042229789	0.005277605	0.231884058	43.43708016	0.309591184	0.298492445	115.2522472
atlantic_forest	85_land_41	39	S_fut	0.167277023	0.042036708	0.005923551	0.229249012	41.64424861	0.315403892	0.316455142	112.3243059
atlantic_forest	85_land_41	44	T_typ	0.168308337	0.038608561	0.006042838	0.247826087	41.36385427	0.314132585	0.317991872	111.085194
atlantic_forest	85_land_41	50	S_fus	0.130605873	0.035480394	0.005532504	0.270531401	41.06030648	0.312663063	0.316865447	109.7167586
atlantic_forest	85_land_41	56	L_fus	0.074525797	0.03097423	0.005770777	0.298913043	42.37756312	0.311357399	0.310759864	107.5841807
atlantic_forest	85_land_41	61	B_ran	0.0605022	0.021648043	0.006032875	0.310559006	42.71202642	0.308753598	0.319958007	104.8243479
atlantic_forest	85_land_41	67	D_nan	0.035314712	0.019220312	0.006664144	0.289855072	38.86105188	0.308606933	0.361034118	88.92794343
atlantic_forest	85_land_41	72	L_pod	0.008140728	0.006788617	0.007297266	0.2875	31.07692308	0.223513233	0.443208722	62.75304674
atlantic_forest	85_land_41	78	S_squ	0.008140728	0.0067896	0.008395869	0.34375	31.66666667	0.208616012	0.429604625	61.33998586
atlantic_forest	85_land_61	0	0	0.1999581	0.04847102	0.005122556	0.2083333	37.08477	0.3170443	0.2908586	136.2003
atlantic_forest	85_land_61	6	P_azu	0.214942365	0.054375823	0.005367976	0.203431373	36.65934659	0.312675757	0.304519246	130.3718024
atlantic_forest	85_land_61	11	D_jim	0.199333051	0.054303835	0.005223418	0.208333333	37.46592913	0.311506084	0.305059402	128.6679474
atlantic_forest	85_land_61	17	R_dip	0.196161041	0.058892932	0.005358506	0.223188406	40.05387071	0.300713897	0.294217582	124.9058008
atlantic_forest	85_land_61	22	P_cuv	0.202955761	0.05607002	0.005469092	0.226708075	40.52464009	0.301903247	0.301118125	121.7548977
atlantic_forest	85_land_61	28	S_fut	0.197876356	0.056232262	0.005863827	0.224080268	39.5813552	0.307700897	0.318159713	118.6910151
atlantic_forest	85_land_61	33	D_min	0.176973067	0.05290185	0.005846875	0.22826087	40.63143753	0.31482162	0.320627145	115.511758
atlantic_forest	85_land_61	39	S_fus	0.164027714	0.0515712	0.005104468	0.245059289	40.81632653	0.313511615	0.317705512	114.0120457
atlantic_forest	85_land_61	44	L_fus	0.098446593	0.053085789	0.005334111	0.265217391	41.71061042	0.309851325	0.312760038	112.0945898
atlantic_forest	85_land_61	50	P_pla	0.080805544	0.038125473	0.006119301	0.270531401	42.9345856	0.312663063	0.309123678	108.6980559
atlantic_forest	85_land_61	56	T_typ	0.074525797	0.03097423	0.005770777	0.298913043	42.37756312	0.311357399	0.310759864	107.5841807
atlantic_forest	85_land_61	61	L_pod	0.070274049	0.021737389	0.006353183	0.301587302	39.69348659	0.341943332	0.389128697	83.13434036
atlantic_forest	85_land_61	67	D_nan	0.034461489	0.020938538	0.007332799	0.291666667	40.91358025	0.23240801	0.391393734	65.5177584
atlantic_forest	85_land_61	72	B_ran	0.008140728	0.006788617	0.007297266	0.2875	31.07692308	0.223513233	0.443208722	62.75304674
atlantic_forest	85_land_61	78	S_squ	0.008140728	0.0067896	0.008395869	0.34375	31.66666667	0.208616012	0.429604625	61.33998586
chaco	45_clim_41	0	0	0.2343768	0.04931843	0.004736432	0.2134615	44.0493	0.285038	0.2596836	302.7442
chaco	45_clim_41	5	E_mat	0.2339133	0.048624097	0.004818577	0.222672065	45.31511863	0.280302437	0.254818946	299.9813859
chaco	45_clim_41	10	S_con	0.22935639	0.046754429	0.004844679	0.226495726	45.89618569	0.275232722	0.254193831	295.875645
chaco	45_clim_41	15	P_mot	0.227080247	0.047838523	0.005090466	0.230769231	46.51781245	0.27644831	0.256350766	291.771445
chaco	45_clim_41	20	B_pun	0.195401677	0.046919898	0.005276728	0.235576923	47.3302774	0.277844668	0.255285732	287.239894
chaco	45_clim_41	25	P_pla	0.163746197	0.04603334	0.004888774	0.233333333	46.97459679	0.281112415	0.262285335	280.1726397
chaco	45_clim_41	30	R_ber	0.15282959	0.046051279	0.004775385	0.239010989	48.35915854	0.251596298	0.237411396	265.7118641
chaco	45_clim_41	35	T_typ	0.149382939	0.044785297	0.00488033	0.25147929	48.3820484	0.252258276	0.240542709	263.598456
chaco	45_clim_41	40	B_ran	0.148123729	0.042937345	0.005036005	0.266025641	48.89505245	0.250999318	0.241678012	260.4625748
chaco	45_clim_41	45	D_nan	0.129515104	0.044213366	0.005302237	0.258741259	48.18157172	0.227569973	0.246009549	243.7387697
chaco	45_clim_41	50	R_dip	0.119306625	0.042886482	0.005706243	0.28	52.13788024	0.212897294	0.213801566	215.9934494
chaco	45_clim_41	55	L_pod	0.119080155	0.042068245	0.00584545	0.284444444	49.16084783	0.21619146	0.225913943	212.0735366
chaco	45_clim_41	60	L_fus	0.114391051	0.03699968	0.005958155	0.305	49.45034006	0.215069739	0.229634244	210.3650956
chaco	45_clim_41	65	P_alb	0.060877562	0.04156039	0.006653868	0.342857143	49.79660915	0.211837681	0.22089001	205.7590315
chaco	45_clim_41	70	S_nas	0.049313211	0.033873413	0.007469766	0.386666667	48.18426943	0.210870916	0.220971309	200.2754988
chaco	45_clim_41	75	L_cha	0.047195631	0.031067014	0.00760743	0.378947368	39.61609293	0.237064409	0.345895667	93.67285427
chaco	45_clim_61	0	0	0.2343768	0.04931843	0.004736432	0.2134615	44.0493	0.285038	0.2596836	302.7442
chaco	45_clim_61	5	E_mat	0.2339133	0.048624097	0.004818577	0.222672065	45.31511863	0.280302437	0.254818946	299.9813859
chaco	45_clim_61	10	S_con	0.22935639	0.046754429	0.004844679	0.226495726	45.89618569	0.275232722	0.254193831	295.875645
chaco	45_clim_61	15	P_mot	0.227080247	0.047838523	0.005090466	0.230769231	46.51781245	0.27644831	0.256350766	291.771445
chaco	45_clim_61	20	B_pun	0.195401677	0.046919898	0.005276728	0.235576923	47.3302774	0.277844668	0.255285732	287.239894
chaco	45_clim_61	25	R_ber	0.169775331	0.046791156	0.005167181	0.241025641	48.43740594	0.251496824	0.237888797	272.9038911
chaco	45_clim_61	30	T_typ	0.160923364	0.044497462	0.005258034	0.252747253	48.60917761	0.252122346	0.239540704	270.8561683
chaco	45_clim_61	35	P_pla	0.149382939	0.044785297	0.00488033	0.25147929	48.3820484	0.252258276	0.240542709	263.598456
chaco	45_clim_61	40	B_ran	0.148123729	0.042937345	0.005036005	0.266025641	48.89505245	0.249596637	0.241678012	260.4625748
chaco	45_clim_61	45	D_nan	0.129515104	0.044213366	0.005302237	0.258741259	48.18157172	0.229411158	0.246009549	243.7387697
chaco	45_clim_61	50	R_dip	0.119306625	0.042886482	0.005706243	0.28	52.13788024	0.212897294	0.213801566	215.9934494
chaco	45_clim_61	55	L_pod	0.119080155	0.042068245	0.00584545	0.284444444	49.16084783	0.21619146	0.225913943	212.0735366
chaco	45_clim_61	60	L_fus	0.114391051	0.03699968	0.005958155	0.305	49.45034006	0.216642843	0.229634244	210.3650956
chaco	45_clim_61	65	P_alb	0.060877562	0.04156039	0.006653868	0.342857143	49.79660915	0.211837681	0.22089001	205.7590315
chaco	45_clim_61	70	S_nas	0.049313211	0.033873413	0.007469766	0.386666667	48.18426943	0.210870916	0.220971309	200.2754988
chaco	45_clim_61	75	L_cha	0.047195631	0.031067014	0.00760743	0.378947368	39.61609293	0.237064409	0.345895667	93.67285427
chaco	85_clim_41	0	0	0.2343768	0.04931843	0.004736432	0.2134615	44.0493	0.285038	0.2596836	302.7442
chaco	85_clim_41	5	S_con	0.229902347	0.047144222	0.00475426	0.21659919	44.54218189	0.280041988	0.259716891	298.9867683
chaco	85_clim_41	10	E_mat	0.22935639	0.046754429	0.004844679	0.226495726	45.89618569	0.275232722	0.254193831	295.875645
chaco	85_clim_41	15	P_mot	0.227080247	0.047838523	0.005090466	0.230769231	46.51781245	0.27644831	0.256350766	291.771445
chaco	85_clim_41	20	B_pun	0.195401677	0.046919898	0.005276728	0.235576923	47.3302774	0.277844668	0.255285732	287.239894
chaco	85_clim_41	25	R_ber	0.169775331	0.046791156	0.005167181	0.241025641	48.43740594	0.251802181	0.237888797	272.9038911
chaco	85_clim_41	30	P_pla	0.15282959	0.046051279	0.004775385	0.239010989	48.35915854	0.251596298	0.237411396	265.7118641
chaco	85_clim_41	35	T_typ	0.149382939	0.044785297	0.00488033	0.25147929	48.3820484	0.252258276	0.240542709	263.598456
chaco	85_clim_41	40	D_nan	0.132938909	0.046207011	0.00502884	0.243589744	48.21141667	0.231886857	0.244830559	246.6683009
chaco	85_clim_41	45	B_ran	0.129515104	0.044213366	0.005302237	0.258741259	48.18157172	0.229411158	0.246009549	243.7387697
chaco	85_clim_41	50	R_dip	0.119306625	0.042886482	0.005706243	0.28	52.13788024	0.212897294	0.213801566	215.9934494
chaco	85_clim_41	55	L_fus	0.114913591	0.039367045	0.005656652	0.297777778	52.40489545	0.213326524	0.216981494	214.4695599
chaco	85_clim_41	60	L_pod	0.114391051	0.03699968	0.005958155	0.305	49.45034006	0.216642843	0.229634244	210.3650956
chaco	85_clim_41	65	P_alb	0.060877562	0.04156039	0.006653868	0.342857143	49.79660915	0.211837681	0.22089001	205.7590315
chaco	85_clim_41	70	S_nas	0.049313211	0.033873413	0.007469766	0.386666667	48.18426943	0.210870916	0.220971309	200.2754988
chaco	85_clim_41	75	L_cha	0.047195631	0.031067014	0.00760743	0.378947368	39.61609293	0.237064409	0.345895667	93.67285427
chaco	85_clim_61	0	0	0.2343768	0.04931843	0.004736432	0.2134615	44.0493	0.285038	0.2596836	302.7442
chaco	85_clim_61	5	S_con	0.229902347	0.047144222	0.00475426	0.21659919	44.54218189	0.280041988	0.259716891	298.9867683
chaco	85_clim_61	10	E_mat	0.22935639	0.046754429	0.004844679	0.226495726	45.89618569	0.275232722	0.254193831	295.875645
chaco	85_clim_61	15	R_ber	0.233276669	0.047040544	0.004744754	0.230769231	46.92706456	0.250708393	0.236469324	281.4191473
chaco	85_clim_61	20	B_pun	0.19546374	0.046027232	0.004924628	0.235576923	47.87079494	0.25365575	0.23402979	277.8850756
chaco	85_clim_61	25	P_mot	0.169775331	0.046791156	0.005167181	0.241025641	48.43740594	0.250795685	0.237888797	272.9038911
chaco	85_clim_61	30	L_fus	0.169103771	0.048472688	0.005119108	0.25	48.90345799	0.251385626	0.239669488	271.3135167
chaco	85_clim_61	35	T_typ	0.162600792	0.046546445	0.005208255	0.263313609	48.81983642	0.253289223	0.241479182	269.2320024
chaco	85_clim_61	40	P_pla	0.149689861	0.046299741	0.004832341	0.262820513	48.83933451	0.252915792	0.243693889	261.7969442
chaco	85_clim_61	45	D_nan	0.133010743	0.045471144	0.004978778	0.255244755	48.6521231	0.231069893	0.248437954	244.9251398
chaco	85_clim_61	50	L_pod	0.133356577	0.047208621	0.005267511	0.257692308	46.46768884	0.236681303	0.261906714	240.9414342
chaco	85_clim_61	55	R_dip	0.130271742	0.046925186	0.005672568	0.28	49.71144307	0.218466749	0.230343381	213.4763727
chaco	85_clim_61	60	B_ran	0.114391051	0.03699968	0.005958155	0.305	49.45034006	0.216642843	0.229634244	210.3650956
chaco	85_clim_61	65	P_alb	0.060877562	0.04156039	0.006653868	0.342857143	49.79660915	0.211837681	0.22089001	205.7590315
chaco	85_clim_61	70	S_nas	0.049313211	0.033873413	0.007469766	0.386666667	48.18426943	0.210870916	0.220971309	200.2754988
chaco	85_clim_61	75	P_bil	0.004472042	0.029462189	0.006822068	0.448	50.33240281	0.202606833	0.201056328	191.9548373
chaco	45_land_41	0	0	0.2343768	0.04931843	0.004736432	0.2134615	44.0493	0.285038	0.2596836	302.7442
chaco	45_land_41	5	E_mat	0.2339133	0.048624097	0.004818577	0.222672065	45.31511863	0.280302437	0.254818946	299.9813859
chaco	45_land_41	10	S_con	0.22935639	0.046754429	0.004844679	0.226495726	45.89618569	0.275232722	0.254193831	295.875645
chaco	45_land_41	15	R_dip	0.226265649	0.068878267	0.004977843	0.24	49.29673569	0.262573542	0.236365431	266.6981337
chaco	45_land_41	20	P_mot	0.224965212	0.069139559	0.005227447	0.245	49.98410155	0.264524247	0.237915651	262.7836536
chaco	45_land_41	25	B_pun	0.19036838	0.065573824	0.005419355	0.250666667	50.73601125	0.266366372	0.235693242	258.4369016
chaco	45_land_41	30	P_pla	0.159484844	0.061165842	0.005016739	0.248571429	50.55177311	0.270110766	0.238792638	251.5312238
chaco	45_land_41	35	T_typ	0.155429672	0.057733574	0.005126598	0.261538462	50.65158423	0.270509754	0.240963934	249.5439716
chaco	45_land_41	40	R_ber	0.145324933	0.056933428	0.00526831	0.27	52.16884929	0.239099813	0.207638342	234.7077191
chaco	45_land_41	45	P.bil	0.110488671	0.057175814	0.006019537	0.287272727	54.66563054	0.23463303	0.195074316	229.4981218
chaco	45_land_41	50	B_ran	0.09164544	0.046815302	0.006195135	0.308	55.29361983	0.231198162	0.192993724	226.1732607
chaco	45_land_41	55	L_pod	0.091204246	0.045694582	0.006200259	0.315555556	53.01832138	0.233690709	0.2002771	222.0243825
chaco	45_land_41	60	D_nan	0.073160376	0.046381128	0.006506276	0.31	51.38631567	0.20874034	0.208294482	207.0015557
chaco	45_land_41	65	L_fus	0.070224926	0.04154003	0.006653868	0.337142857	51.72807333	0.209228024	0.211533334	204.6412613
chaco	45_land_41	70	P_alb	0.032170981	0.041545973	0.006116506	0.386666667	51.72924298	0.203572775	0.201697932	199.1713687
chaco	45_land_41	75	L_cha	0.0320464	0.036429662	0.006990725	0.4	45.72911751	0.224896583	0.305840929	92.86788034
chaco	45_land_61	0	0	0.2343768	0.04931843	0.004736432	0.2134615	44.0493	0.285038	0.2596836	302.7442
chaco	45_land_61	5	E_mat	0.2339133	0.048624097	0.004818577	0.222672065	45.31511863	0.280302437	0.254818946	299.9813859
chaco	45_land_61	10	S_con	0.22935639	0.046754429	0.004844679	0.226495726	45.89618569	0.275232722	0.254193831	295.875645
chaco	45_land_61	15	R_dip	0.226265649	0.068878267	0.004977843	0.24	49.29673569	0.262573542	0.236365431	266.6981337
chaco	45_land_61	20	P_mot	0.224965212	0.069139559	0.005227447	0.245	49.98410155	0.264524247	0.237915651	262.7836536
chaco	45_land_61	25	B_pun	0.19036838	0.065573824	0.005419355	0.250666667	50.73601125	0.266366372	0.235693242	258.4369016
chaco	45_land_61	30	R_ber	0.165103716	0.064952846	0.005836399	0.257142857	52.13004209	0.238286186	0.210465338	243.8444257
chaco	45_land_61	35	T_typ	0.154076325	0.061915087	0.005669382	0.270769231	52.45021109	0.239178502	0.21042271	241.8092928
chaco	45_land_61	40	P_pla	0.145324933	0.056933428	0.00526831	0.27	52.16884929	0.239099813	0.207638342	234.7077191
